customer_id,phone,current_plan,monthly_bill,data_usage_gb,call_count,sms_count,complaints,tenure_months,intl_calls
USR-01190,+44 7156 908332,Premium,56.06,26.0,151,154,1,1,2
USR-01191,+44 7885 273591,Basic,22.15,2.8,59,72,1,24,1
USR-01192,+44 7973 871426,Premium,58.05,25.2,133,34,1,2,0
USR-01193,+44 7728 992609,Premium,74.08,33.7,344,42,2,14,4
USR-01194,+44 7981 114348,Basic,22.26,1.8,21,25,2,4,5
USR-01195,+44 7522 371409,Unlimited,91.02,535.8,5112,113,2,10,8
USR-01196,+44 7712 417903,Basic,20.3,2.4,36,199,0,30,0
USR-01197,+44 7149 120428,Unlimited,102.96,437.6,5417,92,1,14,0
USR-01198,+44 7147 195008,Basic,29.54,3.8,56,123,1,1,0
USR-01199,+44 7857 676297,Basic,31.93,2.0,67,165,2,4,1
USR-01200,+44 7913 200353,Premium,66.52,25.4,219,137,0,3,9
USR-01201,+44 7633 488473,Premium,63.82,21.1,465,149,2,12,6
USR-01202,+44 7735 390272,Basic,34.86,2.9,63,99,0,35,3
USR-01203,+44 7697 986392,Unlimited,100.26,340.5,4004,59,0,18,9
USR-01204,+44 7312 313027,Standard,38.45,13.2,199,59,0,11,0
USR-01205,+44 7527 982777,Unlimited,101.97,549.5,3642,88,0,23,2
USR-01206,+44 7691 171245,Basic,15.06,2.1,26,134,0,14,0
USR-01207,+44 7402 905945,Standard,34.77,11.5,214,46,2,2,5
USR-01208,+44 7433 703960,Standard,36.39,10.6,208,74,1,4,4
USR-01209,+44 7559 355205,Premium,73.23,21.9,170,107,1,37,16
USR-01210,+44 7972 463337,Premium,61.77,4.6,58,31,0,42,2
USR-01211,+44 7696 231127,Standard,43.09,9.6,161,58,2,24,0
USR-01212,+44 7748 391714,Unlimited,102.77,549.8,3807,89,0,11,15
USR-01213,+44 7249 950854,Premium,60.92,34.1,290,159,0,1,2
USR-01214,+44 7965 434104,Standard,33.97,8.1,141,176,2,5,27
USR-01215,+44 7988 758874,Standard,46.91,6.3,194,55,0,3,2
USR-01216,+44 7285 197154,Standard,38.53,11.8,130,160,1,8,0
USR-01217,+44 7865 882779,Basic,31.84,3.5,56,29,1,4,4
USR-01218,+44 7592 777229,Standard,30.93,9.7,237,37,0,25,1
USR-01219,+44 7302 852808,Standard,32.35,10.8,92,174,0,20,12
USR-01220,+44 7620 279864,Unlimited,93.25,784.5,4167,148,0,18,9
USR-01221,+44 7474 701917,Basic,26.34,2.4,65,174,2,4,6
USR-01222,+44 7486 247974,Premium,57.95,25.4,227,124,1,16,0
USR-01223,+44 7889 684098,Basic,21.82,3.8,20,60,2,28,7
USR-01224,+44 7109 729346,Basic,26.55,7.5,188,208,5,1,4
USR-01225,+44 7862 258352,Standard,43.04,46.2,554,331,2,42,5
USR-01226,+44 7360 929626,Premium,69.04,29.7,242,49,0,25,6
USR-01227,+44 7895 939913,Premium,64.32,33.3,306,55,1,34,9
USR-01228,+44 7142 316709,Unlimited,91.49,733.9,5862,62,2,12,8
USR-01229,+44 7947 289461,Premium,57.53,23.6,289,52,1,6,0
USR-01230,+44 7929 341396,Standard,48.26,6.9,215,114,2,7,0
USR-01231,+44 7868 213567,Standard,31.15,8.6,146,158,2,31,2
USR-01232,+44 7300 511152,Basic,25.63,4.2,34,77,1,32,7
USR-01233,+44 7876 295004,Unlimited,88.43,782.4,4195,124,2,1,30
USR-01234,+44 7438 738359,Basic,15.96,3.6,20,111,1,14,1
USR-01235,+44 7284 816313,Standard,32.14,9.8,230,76,1,18,16
USR-01236,+44 7129 905129,Basic,20.11,2.0,55,163,2,5,1
USR-01237,+44 7444 125709,Unlimited,101.25,85.1,690,17,0,59,16
USR-01238,+44 7663 700820,Standard,45.89,12.2,225,68,0,16,7
USR-01239,+44 7775 512218,Unlimited,92.84,744.2,6192,151,2,9,4
USR-01240,+44 7257 906062,Premium,67.85,38.7,334,45,1,20,14
USR-01241,+44 7315 439889,Unlimited,97.62,733.2,5239,101,0,19,1
USR-01242,+44 7608 780690,Standard,43.19,8.4,213,99,0,5,47
USR-01243,+44 7777 951633,Basic,17.17,2.1,49,52,0,4,0
USR-01244,+44 7261 166546,Basic,19.8,2.5,66,60,1,5,1
USR-01245,+44 7505 362370,Standard,36.0,12.5,153,62,1,6,2
USR-01246,+44 7438 824235,Basic,17.87,3.5,75,66,0,60,2
USR-01247,+44 7417 572757,Basic,20.1,4.0,57,113,1,5,3
USR-01248,+44 7505 148604,Unlimited,92.81,573.8,7731,29,0,60,0
USR-01249,+44 7504 581097,Unlimited,98.12,650.2,3306,69,0,7,0
USR-01250,+44 7404 386544,Unlimited,88.06,506.3,5068,55,1,9,0
USR-01251,+44 7162 669831,Premium,56.06,31.0,380,124,0,30,7
USR-01252,+44 7278 494972,Premium,56.78,26.5,314,146,0,24,0
USR-01253,+44 7557 437748,Unlimited,99.0,514.4,7451,89,0,1,6
USR-01254,+44 7560 428790,Standard,33.14,6.0,233,35,1,41,8
USR-01255,+44 7213 290584,Basic,32.52,4.5,45,198,0,12,14
USR-01256,+44 7815 314232,Premium,65.0,38.0,346,47,0,9,2
USR-01257,+44 7204 975035,Basic,17.91,3.0,43,89,1,49,2
USR-01258,+44 7809 509176,Standard,30.34,10.0,176,145,0,3,3
USR-01259,+44 7443 653397,Standard,36.85,6.0,173,75,0,21,0
USR-01260,+44 7676 884150,Premium,56.65,43.4,479,167,0,3,2
USR-01261,+44 7567 720906,Standard,46.51,7.4,204,176,0,12,11
USR-01262,+44 7904 277325,Standard,45.44,12.2,87,89,1,1,2
USR-01263,+44 7567 207970,Standard,44.3,56.2,808,257,4,4,1
USR-01264,+44 7664 348864,Unlimited,104.87,125.9,265,37,0,2,7
USR-01265,+44 7954 801432,Standard,47.77,12.1,111,119,0,7,1
USR-01266,+44 7542 256543,Standard,30.24,11.8,227,133,0,23,4
USR-01267,+44 7711 330584,Basic,17.91,15.7,153,125,3,4,3
USR-01268,+44 7915 108908,Standard,38.22,12.2,195,133,0,30,5
USR-01269,+44 7394 547184,Standard,38.56,52.4,418,302,5,6,1
USR-01270,+44 7528 111670,Unlimited,89.44,732.1,5094,147,0,14,0
USR-01271,+44 7254 417185,Standard,48.05,10.0,150,186,1,2,5
USR-01272,+44 7419 605286,Basic,32.2,3.8,60,60,1,11,5
USR-01273,+44 7213 475826,Standard,31.04,9.3,135,35,2,27,0
USR-01274,+44 7913 883223,Premium,69.42,3.8,71,23,1,54,0
USR-01275,+44 7417 761989,Standard,32.75,4.9,85,176,0,6,5
USR-01276,+44 7136 645661,Standard,35.51,10.5,155,138,1,41,4
USR-01277,+44 7906 666128,Basic,19.41,3.8,76,81,1,40,2
USR-01278,+44 7230 640194,Premium,72.56,45.0,134,56,0,9,15
USR-01279,+44 7381 269447,Premium,64.96,24.6,420,137,0,12,10
USR-01280,+44 7520 114734,Standard,38.28,7.8,211,115,0,60,4
USR-01281,+44 7359 675700,Standard,35.37,6.1,165,45,0,36,4
USR-01282,+44 7563 875813,Premium,63.96,17.6,296,36,2,8,3
USR-01283,+44 7754 886703,Basic,19.66,3.9,45,47,2,4,13
USR-01284,+44 7943 290422,Standard,49.87,10.1,98,97,0,9,3
USR-01285,+44 7551 311347,Standard,40.84,10.1,238,181,0,15,2
USR-01286,+44 7270 589220,Premium,70.59,19.6,124,52,0,8,3
USR-01287,+44 7760 775746,Premium,66.7,38.3,236,121,0,14,3
USR-01288,+44 7164 906722,Premium,62.48,30.6,394,29,0,2,2
USR-01289,+44 7968 286165,Standard,40.54,11.6,177,91,0,41,9
USR-01290,+44 7953 892397,Standard,48.22,10.6,200,184,2,38,6
USR-01291,+44 7906 685502,Standard,30.57,7.2,113,106,0,1,4
USR-01292,+44 7201 953567,Premium,65.07,28.5,213,173,0,27,6
USR-01293,+44 7838 246694,Basic,24.6,2.7,70,135,0,6,6
USR-01294,+44 7851 941047,Premium,65.55,39.3,281,70,0,17,8
USR-01295,+44 7671 858725,Basic,16.57,3.9,27,165,2,17,1
USR-01296,+44 7759 631119,Premium,55.64,18.5,209,58,0,7,1
USR-01297,+44 7782 829078,Premium,56.67,32.1,467,105,1,6,1
USR-01298,+44 7293 914161,Standard,39.74,6.1,138,178,2,1,0
USR-01299,+44 7237 318441,Standard,31.6,8.6,130,61,1,17,9
USR-01300,+44 7868 533417,Premium,59.1,16.4,373,111,0,32,0
USR-01301,+44 7890 596308,Premium,63.01,37.4,304,78,0,3,1
USR-01302,+44 7110 613782,Unlimited,88.6,699.0,2914,148,0,20,0
USR-01303,+44 7270 390498,Standard,43.27,7.3,231,72,1,13,9
USR-01304,+44 7429 580734,Standard,37.8,43.0,610,327,4,7,1
USR-01305,+44 7174 556182,Standard,35.11,9.1,228,93,2,30,5
USR-01306,+44 7987 517480,Standard,49.79,13.0,123,55,0,6,3
USR-01307,+44 7461 162383,Premium,60.56,33.9,209,129,0,12,4
USR-01308,+44 7463 553842,Basic,24.4,3.3,65,134,0,6,0
USR-01309,+44 7668 605847,Premium,63.44,41.1,401,85,2,43,3
USR-01310,+44 7471 914595,Standard,42.61,12.7,225,48,1,16,32
USR-01311,+44 7731 835543,Standard,41.13,10.7,95,42,1,2,10
USR-01312,+44 7505 568040,Basic,26.67,3.7,66,158,0,29,1
USR-01313,+44 7956 721793,Basic,28.32,3.7,40,151,1,55,1
USR-01314,+44 7742 905417,Premium,63.3,29.7,324,112,0,32,2
USR-01315,+44 7783 101803,Basic,20.34,2.1,45,44,1,2,1
USR-01316,+44 7207 279341,Basic,29.02,4.3,33,191,0,9,4
USR-01317,+44 7992 377027,Standard,42.13,48.6,602,367,2,25,0
USR-01318,+44 7202 207389,Basic,17.85,15.7,169,271,5,11,0
USR-01319,+44 7370 162325,Standard,40.24,7.2,86,135,0,11,35
USR-01320,+44 7477 443920,Premium,68.39,38.2,314,116,1,6,2
USR-01321,+44 7696 690592,Premium,65.25,19.7,244,65,0,26,10
USR-01322,+44 7824 975815,Basic,15.49,3.7,43,61,0,12,0
USR-01323,+44 7677 874269,Basic,19.86,18.4,242,230,4,24,1
USR-01324,+44 7742 664572,Premium,59.1,24.4,460,81,1,33,1
USR-01325,+44 7622 604995,Premium,66.48,8.7,37,23,1,9,1
USR-01326,+44 7824 485153,Unlimited,96.28,439.9,3786,88,0,13,3
USR-01327,+44 7641 313542,Premium,60.38,18.8,158,78,0,3,4
USR-01328,+44 7451 761699,Basic,16.99,1.7,39,22,1,7,9
USR-01329,+44 7800 778012,Standard,43.07,9.9,120,147,2,23,0
USR-01330,+44 7233 259685,Standard,48.64,29.8,712,362,2,19,6
USR-01331,+44 7688 170529,Basic,29.33,15.4,166,378,5,60,5
USR-01332,+44 7408 273039,Basic,25.59,2.1,42,191,1,12,0
USR-01333,+44 7524 436343,Basic,17.68,15.5,241,351,5,9,11
USR-01334,+44 7942 609977,Standard,49.92,28.4,528,138,5,7,15
USR-01335,+44 7484 726120,Standard,42.34,6.5,92,116,1,12,0
USR-01336,+44 7738 284637,Unlimited,96.34,50.0,1399,33,0,6,3
USR-01337,+44 7535 254717,Premium,58.04,19.8,340,178,1,6,12
USR-01338,+44 7753 382175,Unlimited,98.0,5.8,1164,21,1,16,2
USR-01339,+44 7863 614116,Basic,32.85,2.5,71,185,0,18,0
USR-01340,+44 7226 811320,Premium,66.68,23.3,162,132,0,4,5
USR-01341,+44 7232 340106,Standard,44.03,11.0,201,191,1,50,13
USR-01342,+44 7636 854450,Basic,25.07,2.4,37,186,0,3,2
USR-01343,+44 7283 613677,Basic,27.68,3.2,75,52,0,29,0
USR-01344,+44 7416 390744,Basic,21.46,3.2,54,105,0,30,6
USR-01345,+44 7845 795274,Premium,60.33,35.3,280,129,0,8,3
USR-01346,+44 7207 337947,Basic,21.0,2.7,27,63,1,22,5
USR-01347,+44 7811 892316,Standard,44.63,12.1,86,130,0,12,7
USR-01348,+44 7624 884046,Basic,16.38,12.1,140,218,4,32,0
USR-01349,+44 7702 221205,Standard,43.84,52.7,500,123,4,49,4
USR-01350,+44 7480 441568,Basic,31.04,2.2,48,96,2,6,3
USR-01351,+44 7732 855204,Premium,63.5,40.2,316,89,0,57,3
USR-01352,+44 7851 308757,Standard,35.2,11.3,131,101,1,36,6
USR-01353,+44 7901 584447,Basic,17.24,2.8,43,56,0,7,4
USR-01354,+44 7935 215545,Basic,17.37,2.9,34,82,0,1,2
USR-01355,+44 7989 888723,Basic,17.15,4.3,57,37,1,19,5
USR-01356,+44 7275 230601,Unlimited,101.61,673.8,5664,196,1,4,0
USR-01357,+44 7460 332906,Standard,48.82,6.7,64,121,2,14,3
USR-01358,+44 7899 231160,Unlimited,98.21,301.1,6686,168,1,2,2
USR-01359,+44 7802 955639,Standard,38.54,4.6,216,108,1,27,5
USR-01360,+44 7505 721315,Standard,37.01,11.1,124,43,0,33,2
USR-01361,+44 7257 780150,Standard,30.69,8.0,156,30,1,7,1
USR-01362,+44 7774 473754,Standard,32.53,7.8,194,174,0,20,18
USR-01363,+44 7513 586522,Basic,18.68,8.3,147,350,3,6,1
USR-01364,+44 7673 517853,Standard,43.07,12.9,95,131,2,20,2
USR-01365,+44 7375 730589,Standard,46.51,5.5,227,39,1,1,2
USR-01366,+44 7966 254143,Basic,19.96,3.8,44,24,0,10,5
USR-01367,+44 7732 130935,Premium,72.73,34.8,447,166,1,29,4
USR-01368,+44 7665 727549,Basic,24.33,4.0,29,71,0,16,2
USR-01369,+44 7330 311141,Unlimited,92.06,809.2,4820,43,0,10,2
USR-01370,+44 7635 651940,Unlimited,86.88,856.4,2983,53,0,15,1
USR-01371,+44 7523 851292,Premium,72.4,44.4,185,83,0,8,1
USR-01372,+44 7333 604519,Basic,22.83,4.0,20,116,1,3,1
USR-01373,+44 7896 942770,Standard,33.74,11.0,123,108,2,2,0
USR-01374,+44 7688 985818,Standard,37.08,9.2,159,140,0,7,6
USR-01375,+44 7921 286076,Standard,44.97,11.1,142,119,1,10,2
USR-01376,+44 7381 679690,Basic,20.96,2.2,26,43,0,46,0
USR-01377,+44 7940 733606,Unlimited,89.94,827.4,2833,157,2,1,3
USR-01378,+44 7424 700672,Basic,21.77,3.6,22,181,0,2,1
USR-01379,+44 7712 299362,Standard,47.85,8.4,136,160,0,6,4
USR-01380,+44 7607 366073,Standard,49.94,9.3,235,75,0,6,0
USR-01381,+44 7347 109929,Unlimited,88.88,841.5,7802,122,0,3,14
USR-01382,+44 7689 273859,Basic,32.8,2.2,50,138,1,20,16
USR-01383,+44 7635 800219,Basic,15.26,2.0,29,77,1,11,6
USR-01384,+44 7136 660566,Basic,30.56,2.5,39,156,1,6,0
USR-01385,+44 7476 510669,Premium,64.01,42.2,211,31,2,3,2
USR-01386,+44 7730 227758,Standard,31.92,7.9,80,176,0,2,0
USR-01387,+44 7894 900380,Basic,29.76,4.0,69,160,0,23,3
USR-01388,+44 7176 870321,Premium,58.38,39.1,320,58,0,13,1
USR-01389,+44 7685 124608,Standard,42.68,7.9,103,92,0,8,15
USR-01390,+44 7255 333638,Standard,47.28,47.9,867,372,2,9,14
USR-01391,+44 7323 755641,Standard,49.88,4.7,178,97,1,10,4
USR-01392,+44 7913 290708,Premium,67.19,18.2,143,184,1,17,3
USR-01393,+44 7539 452141,Basic,17.31,2.6,60,33,0,4,8
USR-01394,+44 7915 319384,Premium,62.93,37.1,218,62,0,13,2
USR-01395,+44 7506 294422,Standard,39.66,11.6,238,114,0,17,8
USR-01396,+44 7879 371254,Unlimited,91.61,560.9,4088,142,0,15,3
USR-01397,+44 7942 213889,Standard,48.96,51.7,443,219,4,14,5
USR-01398,+44 7163 816485,Premium,57.68,4.7,60,21,1,6,7
USR-01399,+44 7338 208791,Standard,34.16,5.0,149,121,1,11,1
USR-01400,+44 7147 508402,Basic,26.85,3.5,63,29,1,3,2
USR-01401,+44 7337 216227,Standard,47.44,13.0,122,49,1,8,3
USR-01402,+44 7670 489135,Basic,27.38,4.5,31,160,0,22,1
USR-01403,+44 7376 257655,Basic,17.54,1.8,62,169,1,15,2
USR-01404,+44 7697 280879,Basic,25.2,2.3,69,86,1,8,3
USR-01405,+44 7648 977539,Premium,59.46,18.1,269,123,1,35,6
USR-01406,+44 7986 918605,Basic,19.05,1.8,56,127,0,18,0
USR-01407,+44 7910 237388,Standard,33.29,11.2,222,67,2,10,15
USR-01408,+44 7151 154647,Basic,30.74,4.5,37,78,0,11,1
USR-01409,+44 7866 348558,Unlimited,86.36,370.7,5176,198,1,11,0
USR-01410,+44 7150 156384,Standard,36.61,11.2,135,45,1,6,4
USR-01411,+44 7985 400980,Unlimited,92.41,623.9,6973,94,0,18,1
USR-01412,+44 7814 137885,Premium,65.35,30.7,467,105,0,29,5
USR-01413,+44 7391 972969,Premium,67.43,18.7,406,104,2,55,6
USR-01414,+44 7639 368922,Basic,22.9,2.2,31,137,1,1,8
USR-01415,+44 7216 397611,Unlimited,99.15,667.9,6174,176,0,5,5
USR-01416,+44 7578 511293,Standard,47.85,13.4,68,130,1,14,1
USR-01417,+44 7293 557761,Basic,32.09,4.3,25,155,0,1,0
USR-01418,+44 7588 817394,Basic,24.15,2.7,28,61,0,20,0
USR-01419,+44 7957 943592,Basic,17.41,2.6,40,53,1,5,7
USR-01420,+44 7139 740042,Standard,42.49,8.2,200,74,1,27,4
USR-01421,+44 7994 844788,Premium,65.74,21.2,190,119,2,8,9
USR-01422,+44 7157 215140,Basic,22.85,7.8,252,197,2,5,3
USR-01423,+44 7573 318937,Basic,21.93,1.8,33,54,0,3,0
USR-01424,+44 7210 955870,Basic,24.28,2.4,25,113,1,7,0
USR-01425,+44 7928 327395,Basic,27.82,3.3,78,89,2,42,1
USR-01426,+44 7175 914577,Standard,30.36,42.2,511,304,4,14,9
USR-01427,+44 7826 124114,Standard,48.9,8.4,196,170,0,25,4
USR-01428,+44 7795 251682,Standard,38.84,10.2,188,119,1,60,3
USR-01429,+44 7358 666309,Standard,38.4,9.2,220,36,1,15,0
USR-01430,+44 7727 416384,Standard,36.72,7.3,178,131,0,5,1
USR-01431,+44 7431 383967,Unlimited,88.21,663.0,5136,177,1,7,12
USR-01432,+44 7324 234384,Standard,34.71,11.0,61,171,1,26,3
USR-01433,+44 7323 669718,Standard,37.82,12.3,107,134,0,35,0
USR-01434,+44 7515 377415,Standard,30.71,11.4,80,120,0,24,0
USR-01435,+44 7701 543627,Standard,40.03,5.3,186,144,0,7,4
USR-01436,+44 7214 407931,Basic,28.54,4.5,74,74,2,4,0
USR-01437,+44 7484 963096,Premium,70.77,15.3,203,27,2,13,0
USR-01438,+44 7438 207002,Standard,44.91,9.1,80,127,1,22,17
USR-01439,+44 7538 110134,Premium,58.7,41.3,208,108,1,7,3
USR-01440,+44 7265 241515,Unlimited,93.79,604.2,7170,101,1,6,6
USR-01441,+44 7422 415441,Basic,32.92,4.0,28,183,0,9,14
USR-01442,+44 7721 416895,Basic,24.56,2.3,66,78,1,6,0
USR-01443,+44 7238 665958,Standard,47.72,13.4,221,145,2,48,9
USR-01444,+44 7603 682950,Basic,28.79,2.7,40,90,0,23,11
USR-01445,+44 7255 886156,Standard,30.27,57.6,599,234,3,13,8
USR-01446,+44 7397 500076,Basic,25.13,3.4,23,121,1,40,6
USR-01447,+44 7943 598204,Unlimited,101.95,607.7,4387,78,0,25,3
USR-01448,+44 7394 504386,Standard,45.37,11.4,134,173,0,26,8
USR-01449,+44 7293 914744,Premium,63.91,16.7,404,165,0,2,2
USR-01450,+44 7304 392614,Premium,58.13,40.0,470,133,1,6,8
USR-01451,+44 7314 820706,Basic,19.52,3.0,70,192,2,15,4
USR-01452,+44 7835 381313,Premium,74.43,15.7,275,50,2,5,15
USR-01453,+44 7833 854436,Standard,49.96,11.8,186,195,2,10,0
USR-01454,+44 7442 137625,Basic,24.08,1.5,53,85,2,5,4
USR-01455,+44 7685 980999,Standard,47.44,10.9,181,63,0,2,2
USR-01456,+44 7958 658284,Unlimited,92.55,835.7,4687,161,1,26,2
USR-01457,+44 7350 569465,Standard,37.4,10.8,104,148,0,32,1
USR-01458,+44 7314 700832,Premium,68.72,37.6,260,144,0,41,4
USR-01459,+44 7412 348712,Standard,46.29,7.3,159,169,2,24,10
USR-01460,+44 7851 264796,Unlimited,92.92,557.5,2283,74,0,25,5
USR-01461,+44 7606 493243,Standard,37.62,5.6,79,47,0,8,6
USR-01462,+44 7746 803176,Standard,41.33,11.3,176,153,0,42,1
USR-01463,+44 7650 438573,Standard,36.79,7.7,137,124,0,20,0
USR-01464,+44 7269 993101,Premium,73.66,15.2,150,109,0,6,2
USR-01465,+44 7528 915668,Basic,19.82,3.9,35,186,1,22,0
USR-01466,+44 7445 553480,Unlimited,93.77,491.9,6612,60,0,17,14
USR-01467,+44 7226 353402,Basic,24.51,1.7,71,24,0,10,1
USR-01468,+44 7625 201276,Standard,47.29,10.3,229,79,0,31,2
USR-01469,+44 7412 555609,Premium,70.84,36.7,293,127,2,47,0
USR-01470,+44 7428 604818,Basic,31.05,3.9,54,170,0,25,2
USR-01471,+44 7980 952381,Standard,44.78,5.0,132,160,0,9,8
USR-01472,+44 7429 795695,Standard,40.86,12.1,186,38,1,9,18
USR-01473,+44 7901 514889,Premium,71.34,33.5,320,60,1,8,10
USR-01474,+44 7927 831512,Basic,23.73,4.0,54,77,0,2,6
USR-01475,+44 7763 239380,Premium,61.27,8.1,67,45,3,14,1
USR-01476,+44 7224 969075,Standard,45.14,12.7,217,150,2,40,0
USR-01477,+44 7340 201237,Basic,32.54,3.9,51,35,2,5,1
USR-01478,+44 7695 773709,Premium,55.28,4.8,35,43,3,11,12
USR-01479,+44 7587 950445,Premium,63.9,42.6,198,163,0,7,2
USR-01480,+44 7836 711100,Standard,42.19,4.6,70,32,1,2,4
USR-01481,+44 7624 827314,Standard,48.99,39.4,766,170,4,1,2
USR-01482,+44 7928 658607,Standard,43.84,12.1,157,130,0,4,0
USR-01483,+44 7820 864818,Premium,69.33,33.9,313,184,2,26,11
USR-01484,+44 7972 241047,Basic,25.64,2.8,47,52,1,41,12
USR-01485,+44 7157 895332,Standard,38.51,35.2,579,365,3,27,2
USR-01486,+44 7690 584205,Basic,33.61,1.8,53,192,1,12,3
USR-01487,+44 7927 959386,Basic,24.64,2.8,42,26,0,6,14
USR-01488,+44 7619 972923,Basic,21.72,3.7,57,115,0,13,23
USR-01489,+44 7677 130642,Standard,31.54,6.1,233,55,0,7,1
USR-01490,+44 7230 447680,Basic,23.64,12.9,270,202,3,45,2
USR-01491,+44 7875 893797,Standard,41.45,4.6,219,195,0,1,5
USR-01492,+44 7279 971024,Unlimited,87.99,386.8,7783,42,0,7,0
USR-01493,+44 7938 851207,Standard,36.84,11.5,217,185,2,48,4
USR-01494,+44 7826 480819,Basic,26.07,2.8,37,130,2,39,3
USR-01495,+44 7707 479320,Premium,68.6,1.4,61,29,1,10,0
USR-01496,+44 7218 707827,Standard,32.51,11.1,99,138,1,14,8
USR-01497,+44 7146 413610,Premium,68.93,42.9,437,76,0,20,5
USR-01498,+44 7266 930282,Basic,19.16,17.1,144,279,5,27,5
USR-01499,+44 7197 959200,Standard,43.98,13.0,98,99,1,3,8
USR-01500,+44 7933 737013,Premium,62.42,41.3,136,159,0,16,1
USR-01501,+44 7402 103181,Basic,27.42,1.9,30,130,2,7,2
USR-01502,+44 7914 615099,Premium,60.33,17.4,325,154,1,13,1
USR-01503,+44 7789 659910,Standard,33.99,10.0,178,65,0,58,3
USR-01504,+44 7524 855093,Unlimited,94.0,311.6,2849,25,0,18,9
USR-01505,+44 7346 455569,Basic,18.36,3.9,60,173,1,11,5
USR-01506,+44 7833 271849,Standard,49.97,51.2,749,365,5,8,9
USR-01507,+44 7690 795686,Standard,43.42,5.4,227,107,0,39,6
USR-01508,+44 7680 361791,Basic,27.14,4.3,77,194,0,18,10
USR-01509,+44 7650 655584,Basic,27.55,15.2,183,190,2,5,18
USR-01510,+44 7210 652066,Premium,73.25,19.6,196,37,2,60,2
USR-01511,+44 7978 996109,Standard,31.29,13.1,200,162,0,4,12
USR-01512,+44 7598 719878,Standard,42.27,25.8,401,188,2,17,9
USR-01513,+44 7126 699063,Basic,25.54,1.9,38,113,1,60,18
USR-01514,+44 7316 434224,Basic,19.47,4.5,78,78,2,8,6
USR-01515,+44 7682 394040,Basic,21.13,11.0,262,196,3,18,10
USR-01516,+44 7171 689016,Basic,17.72,2.9,75,196,1,10,3
USR-01517,+44 7881 768312,Basic,32.75,3.1,64,149,2,25,12
USR-01518,+44 7493 835681,Basic,20.76,3.7,78,22,2,8,6
USR-01519,+44 7649 204807,Basic,34.71,3.6,44,45,0,14,22
USR-01520,+44 7920 246285,Premium,71.29,36.4,288,58,0,1,2
USR-01521,+44 7677 295776,Standard,44.42,9.5,117,178,2,32,3
USR-01522,+44 7860 650479,Unlimited,93.71,801.1,7359,137,0,15,0
USR-01523,+44 7270 561244,Basic,30.8,19.9,186,204,2,9,1
USR-01524,+44 7295 385593,Basic,25.77,1.7,69,40,0,31,0
USR-01525,+44 7514 520958,Unlimited,103.69,115.7,1083,10,2,26,10
USR-01526,+44 7789 753452,Standard,31.69,6.5,165,157,1,28,7
USR-01527,+44 7515 645852,Basic,15.33,3.6,30,169,2,17,1
USR-01528,+44 7735 266506,Basic,33.33,2.5,51,144,0,4,1
USR-01529,+44 7889 651013,Premium,69.45,5.8,69,6,1,60,0
USR-01530,+44 7542 803074,Basic,17.73,3.1,26,190,0,8,1
USR-01531,+44 7864 795795,Premium,65.14,37.4,301,82,1,60,2
USR-01532,+44 7960 689669,Standard,37.28,11.9,124,103,0,3,2
USR-01533,+44 7221 604575,Unlimited,95.69,465.0,7321,25,2,4,0
USR-01534,+44 7272 507051,Basic,29.16,3.9,24,108,1,7,1
USR-01535,+44 7859 660037,Basic,26.12,1.8,65,64,0,60,0
USR-01536,+44 7898 220897,Standard,45.27,5.5,134,175,0,4,2
USR-01537,+44 7409 152204,Premium,67.03,27.4,353,106,1,2,13
USR-01538,+44 7565 832631,Premium,55.12,17.1,338,151,2,1,6
USR-01539,+44 7289 419914,Basic,25.41,1.5,25,101,2,7,3
USR-01540,+44 7788 156714,Basic,23.81,2.6,74,106,0,9,1
USR-01541,+44 7995 574406,Standard,36.55,12.4,101,181,2,16,1
USR-01542,+44 7939 322151,Basic,23.8,12.7,186,284,2,14,0
USR-01543,+44 7868 800660,Basic,19.25,3.7,61,69,0,53,6
USR-01544,+44 7721 102736,Standard,38.79,10.7,115,47,0,5,1
USR-01545,+44 7618 687750,Standard,48.45,9.5,228,176,2,7,5
USR-01546,+44 7118 605712,Basic,28.78,1.5,65,35,0,3,4
USR-01547,+44 7254 281939,Premium,72.48,28.7,478,84,1,27,7
USR-01548,+44 7154 742046,Basic,27.86,15.0,271,220,2,6,3
USR-01549,+44 7941 300354,Basic,15.61,3.4,35,93,1,7,3
USR-01550,+44 7792 103841,Premium,57.09,39.5,288,105,2,28,0
USR-01551,+44 7648 911914,Standard,31.89,8.6,134,73,1,6,12
USR-01552,+44 7608 327294,Basic,18.56,1.7,66,58,0,10,10
USR-01553,+44 7816 950724,Standard,36.46,40.8,804,228,4,12,6
USR-01554,+44 7586 979022,Standard,31.09,7.4,217,71,1,2,1
USR-01555,+44 7964 833840,Standard,38.63,11.5,123,163,0,31,5
USR-01556,+44 7394 936121,Basic,29.44,2.6,53,180,2,24,0
USR-01557,+44 7526 559432,Standard,32.93,11.9,215,81,2,8,1
USR-01558,+44 7873 192526,Standard,36.94,12.4,164,40,0,7,4
USR-01559,+44 7957 256937,Standard,33.05,8.9,90,76,0,11,0
USR-01560,+44 7941 869560,Premium,61.93,28.1,441,88,0,31,0
USR-01561,+44 7328 425260,Unlimited,96.75,701.2,6892,147,0,50,5
USR-01562,+44 7923 820157,Standard,37.82,6.4,212,21,2,13,0
